home;away;date;gh;ga;full_time;home_ident;away_ident;winner;year;month
CA Fenix;River Plate;10/05/2008;1;2;F;CA Fenix (Uruguay);River Plate (Uruguay);V;2008;5
CA Juventud;Bella Vista;10/05/2008;1;2;F;CA Juventud (Uruguay);Bella Vista (Uruguay);V;2008;5
Central Espanol;Montevideo Wanderers;10/05/2008;0;1;F;Central Espanol (Uruguay);Montevideo Wanderers (Uruguay);V;2008;5
Danubio;Tacuarembo Futbol Club;10/05/2008;1;3;F;Danubio (Uruguay);Tacuarembo Futbol Club (Uruguay);V;2008;5
Defensor Sporting;Miramar Misiones;10/05/2008;5;3;F;Defensor Sporting (Uruguay);Miramar Misiones (Uruguay);L;2008;5
CA Cerro;Liverpool;11/05/2008;1;5;F;CA Cerro (Uruguay);Liverpool (Uruguay);V;2008;5
CA Penarol;Nacional;11/05/2008;4;2;F;CA Penarol (Uruguay);Nacional (Uruguay);L;2008;5
Rampla Juniors Futbol Club;CA Progreso;11/05/2008;4;3;F;Rampla Juniors Futbol Club (Uruguay);CA Progreso (Uruguay);L;2008;5
Bella Vista;CA Fenix;17/05/2008;0;1;F;Bella Vista (Uruguay);CA Fenix (Uruguay);V;2008;5
Defensor Sporting;Central Espanol;17/05/2008;3;3;F;Defensor Sporting (Uruguay);Central Espanol (Uruguay);E;2008;5
Nacional;CA Progreso;17/05/2008;1;3;F;Nacional (Uruguay);CA Progreso (Uruguay);V;2008;5
CA Cerro;Rampla Juniors Futbol Club;18/05/2008;0;1;F;CA Cerro (Uruguay);Rampla Juniors Futbol Club (Uruguay);V;2008;5
Liverpool;Danubio;18/05/2008;0;0;F;Liverpool (Uruguay);Danubio (Uruguay);E;2008;5
Miramar Misiones;CA Juventud;18/05/2008;0;1;F;Miramar Misiones (Uruguay);CA Juventud (Uruguay);V;2008;5
Montevideo Wanderers;River Plate;18/05/2008;1;2;F;Montevideo Wanderers (Uruguay);River Plate (Uruguay);V;2008;5
Tacuarembo Futbol Club;CA Penarol;18/05/2008;1;2;F;Tacuarembo Futbol Club (Uruguay);CA Penarol (Uruguay);V;2008;5
CA Fenix;Montevideo Wanderers;31/05/2008;2;3;F;CA Fenix (Uruguay);Montevideo Wanderers (Uruguay);V;2008;5
CA Progreso;Danubio;31/05/2008;2;3;F;CA Progreso (Uruguay);Danubio (Uruguay);V;2008;5
Central Espanol;Miramar Misiones;31/05/2008;1;3;F;Central Espanol (Uruguay);Miramar Misiones (Uruguay);V;2008;5
Nacional;CA Cerro;31/05/2008;3;2;F;Nacional (Uruguay);CA Cerro (Uruguay);L;2008;5
Tacuarembo Futbol Club;Liverpool;31/05/2008;1;4;F;Tacuarembo Futbol Club (Uruguay);Liverpool (Uruguay);V;2008;5
Bella Vista;Defensor Sporting;01/06/2008;1;2;F;Bella Vista (Uruguay);Defensor Sporting (Uruguay);V;2008;6
CA Penarol;Rampla Juniors Futbol Club;01/06/2008;5;0;F;CA Penarol (Uruguay);Rampla Juniors Futbol Club (Uruguay);L;2008;6
River Plate;CA Juventud;01/06/2008;2;0;F;River Plate (Uruguay);CA Juventud (Uruguay);L;2008;6
River Plate;CA Penarol;08/06/2008;3;5;F;River Plate (Uruguay);CA Penarol (Uruguay);V;2008;6
CA Penarol;Defensor Sporting;22/06/2008;1;2;F;CA Penarol (Uruguay);Defensor Sporting (Uruguay);V;2008;6
Defensor Sporting;CA Penarol;25/06/2008;0;0;F;Defensor Sporting (Uruguay);CA Penarol (Uruguay);E;2008;6
Defensor Sporting;Nacional;28/06/2008;1;1;F;Defensor Sporting (Uruguay);Nacional (Uruguay);E;2008;6
CA Penarol;Danubio;29/06/2008;2;0;F;CA Penarol (Uruguay);Danubio (Uruguay);L;2008;6
Rampla Juniors Futbol Club;River Plate;29/06/2008;1;2;F;Rampla Juniors Futbol Club (Uruguay);River Plate (Uruguay);V;2008;6
Danubio;Rampla Juniors Futbol Club;02/07/2008;2;0;F;Danubio (Uruguay);Rampla Juniors Futbol Club (Uruguay);L;2008;7
Nacional;River Plate;02/07/2008;5;3;F;Nacional (Uruguay);River Plate (Uruguay);L;2008;7
Defensor Sporting;CA Penarol;03/07/2008;3;0;F;Defensor Sporting (Uruguay);CA Penarol (Uruguay);L;2008;7
River Plate;CA Penarol;05/07/2008;3;3;F;River Plate (Uruguay);CA Penarol (Uruguay);E;2008;7
Danubio;Defensor Sporting;06/07/2008;1;2;F;Danubio (Uruguay);Defensor Sporting (Uruguay);V;2008;7
Nacional;Rampla Juniors Futbol Club;06/07/2008;4;0;F;Nacional (Uruguay);Rampla Juniors Futbol Club (Uruguay);L;2008;7
River Plate;Danubio;12/07/2008;0;0;F;River Plate (Uruguay);Danubio (Uruguay);E;2008;7
CA Penarol;Nacional;13/07/2008;2;0;F;CA Penarol (Uruguay);Nacional (Uruguay);L;2008;7
Rampla Juniors Futbol Club;Defensor Sporting;13/07/2008;2;1;F;Rampla Juniors Futbol Club (Uruguay);Defensor Sporting (Uruguay);L;2008;7
Danubio;Nacional;19/07/2008;1;2;F;Danubio (Uruguay);Nacional (Uruguay);V;2008;7
Defensor Sporting;River Plate;20/07/2008;1;0;F;Defensor Sporting (Uruguay);River Plate (Uruguay);L;2008;7
Rampla Juniors Futbol Club;CA Penarol;20/07/2008;2;2;F;Rampla Juniors Futbol Club (Uruguay);CA Penarol (Uruguay);E;2008;7
Nacional;Defensor Sporting;27/07/2008;1;0;F;Nacional (Uruguay);Defensor Sporting (Uruguay);L;2008;7
CA Juventud;Nacional;23/08/2008;0;1;F;CA Juventud (Uruguay);Nacional (Uruguay);V;2008;8
Cerro Largo FC;Danubio;23/08/2008;0;1;F;Cerro Largo FC (Uruguay);Danubio (Uruguay);V;2008;8
Defensor Sporting;CA Cerro;23/08/2008;0;0;F;Defensor Sporting (Uruguay);CA Cerro (Uruguay);E;2008;8
CSyd Villa Espanola;Liverpool;24/08/2008;0;0;F;CSyd Villa Espanola (Uruguay);Liverpool (Uruguay);E;2008;8
Montevideo Wanderers;CA Penarol;24/08/2008;1;2;F;Montevideo Wanderers (Uruguay);CA Penarol (Uruguay);V;2008;8
Racing Club;River Plate;24/08/2008;1;1;F;Racing Club (Uruguay);River Plate (Uruguay);E;2008;8
Rampla Juniors Futbol Club;Central Espanol;24/08/2008;0;0;F;Rampla Juniors Futbol Club (Uruguay);Central Espanol (Uruguay);E;2008;8
Tacuarembo Futbol Club;Bella Vista;24/08/2008;3;0;F;Tacuarembo Futbol Club (Uruguay);Bella Vista (Uruguay);L;2008;8
CA Cerro;Tacuarembo Futbol Club;30/08/2008;2;0;F;CA Cerro (Uruguay);Tacuarembo Futbol Club (Uruguay);L;2008;8
Central Espanol;Cerro Largo FC;30/08/2008;1;1;F;Central Espanol (Uruguay);Cerro Largo FC (Uruguay);E;2008;8
Racing Club;CA Penarol;30/08/2008;3;3;F;Racing Club (Uruguay);CA Penarol (Uruguay);E;2008;8
Bella Vista;Defensor Sporting;31/08/2008;0;3;F;Bella Vista (Uruguay);Defensor Sporting (Uruguay);V;2008;8
Danubio;Montevideo Wanderers;31/08/2008;2;1;F;Danubio (Uruguay);Montevideo Wanderers (Uruguay);L;2008;8
Liverpool;CA Juventud;31/08/2008;1;0;F;Liverpool (Uruguay);CA Juventud (Uruguay);L;2008;8
River Plate;Rampla Juniors Futbol Club;31/08/2008;2;1;F;River Plate (Uruguay);Rampla Juniors Futbol Club (Uruguay);L;2008;8
CA Juventud;CA Cerro;13/09/2008;1;1;F;CA Juventud (Uruguay);CA Cerro (Uruguay);E;2008;9
Cerro Largo FC;River Plate;13/09/2008;0;2;F;Cerro Largo FC (Uruguay);River Plate (Uruguay);V;2008;9
Tacuarembo Futbol Club;Nacional;13/09/2008;0;2;F;Tacuarembo Futbol Club (Uruguay);Nacional (Uruguay);V;2008;9
CSyd Villa Espanola;Danubio;14/09/2008;2;3;F;CSyd Villa Espanola (Uruguay);Danubio (Uruguay);V;2008;9
Defensor Sporting;Liverpool;14/09/2008;0;1;F;Defensor Sporting (Uruguay);Liverpool (Uruguay);V;2008;9
Montevideo Wanderers;Bella Vista;14/09/2008;1;2;F;Montevideo Wanderers (Uruguay);Bella Vista (Uruguay);V;2008;9
Racing Club;Central Espanol;14/09/2008;4;0;F;Racing Club (Uruguay);Central Espanol (Uruguay);L;2008;9
Rampla Juniors Futbol Club;CA Penarol;14/09/2008;3;2;F;Rampla Juniors Futbol Club (Uruguay);CA Penarol (Uruguay);L;2008;9
Bella Vista;Rampla Juniors Futbol Club;20/09/2008;0;0;F;Bella Vista (Uruguay);Rampla Juniors Futbol Club (Uruguay);E;2008;9
CA Penarol;Cerro Largo FC;20/09/2008;3;0;F;CA Penarol (Uruguay);Cerro Largo FC (Uruguay);L;2008;9
River Plate;Defensor Sporting;20/09/2008;1;3;F;River Plate (Uruguay);Defensor Sporting (Uruguay);V;2008;9
CA Cerro;Montevideo Wanderers;21/09/2008;3;0;F;CA Cerro (Uruguay);Montevideo Wanderers (Uruguay);L;2008;9
Central Espanol;CSyd Villa Espanola;21/09/2008;1;1;F;Central Espanol (Uruguay);CSyd Villa Espanola (Uruguay);E;2008;9
Danubio;CA Juventud;21/09/2008;4;0;F;Danubio (Uruguay);CA Juventud (Uruguay);L;2008;9
Liverpool;Tacuarembo Futbol Club;21/09/2008;2;0;F;Liverpool (Uruguay);Tacuarembo Futbol Club (Uruguay);L;2008;9
Nacional;Racing Club;21/09/2008;2;0;F;Nacional (Uruguay);Racing Club (Uruguay);L;2008;9
Cerro Largo FC;Nacional;27/09/2008;2;3;F;Cerro Largo FC (Uruguay);Nacional (Uruguay);V;2008;9
Montevideo Wanderers;River Plate;27/09/2008;0;0;F;Montevideo Wanderers (Uruguay);River Plate (Uruguay);E;2008;9
Tacuarembo Futbol Club;Danubio;27/09/2008;3;2;F;Tacuarembo Futbol Club (Uruguay);Danubio (Uruguay);L;2008;9
CA Juventud;Central Espanol;28/09/2008;1;3;F;CA Juventud (Uruguay);Central Espanol (Uruguay);V;2008;9
CSyd Villa Espanola;Bella Vista;28/09/2008;0;1;F;CSyd Villa Espanola (Uruguay);Bella Vista (Uruguay);V;2008;9
Defensor Sporting;CA Penarol;28/09/2008;0;0;F;Defensor Sporting (Uruguay);CA Penarol (Uruguay);E;2008;9
Racing Club;Liverpool;28/09/2008;0;0;F;Racing Club (Uruguay);Liverpool (Uruguay);E;2008;9
Rampla Juniors Futbol Club;CA Cerro;28/09/2008;0;3;F;Rampla Juniors Futbol Club (Uruguay);CA Cerro (Uruguay);V;2008;9
CA Cerro;Cerro Largo FC;04/10/2008;1;1;F;CA Cerro (Uruguay);Cerro Largo FC (Uruguay);E;2008;10
CA Penarol;Tacuarembo Futbol Club;04/10/2008;3;0;F;CA Penarol (Uruguay);Tacuarembo Futbol Club (Uruguay);L;2008;10
Bella Vista;CA Juventud;05/10/2008;1;0;F;Bella Vista (Uruguay);CA Juventud (Uruguay);L;2008;10
Central Espanol;Montevideo Wanderers;05/10/2008;0;4;F;Central Espanol (Uruguay);Montevideo Wanderers (Uruguay);V;2008;10
Danubio;Racing Club;05/10/2008;1;3;F;Danubio (Uruguay);Racing Club (Uruguay);V;2008;10
Liverpool;Rampla Juniors Futbol Club;05/10/2008;2;2;F;Liverpool (Uruguay);Rampla Juniors Futbol Club (Uruguay);E;2008;10
Nacional;Defensor Sporting;05/10/2008;2;2;F;Nacional (Uruguay);Defensor Sporting (Uruguay);E;2008;10
River Plate;CSyd Villa Espanola;05/10/2008;0;0;F;River Plate (Uruguay);CSyd Villa Espanola (Uruguay);E;2008;10
CSyd Villa Espanola;CA Cerro;18/10/2008;0;3;F;CSyd Villa Espanola (Uruguay);CA Cerro (Uruguay);V;2008;10
Cerro Largo FC;Liverpool;18/10/2008;1;1;F;Cerro Largo FC (Uruguay);Liverpool (Uruguay);E;2008;10
Montevideo Wanderers;Nacional;18/10/2008;0;1;F;Montevideo Wanderers (Uruguay);Nacional (Uruguay);V;2008;10
CA Juventud;CA Penarol;19/10/2008;0;3;F;CA Juventud (Uruguay);CA Penarol (Uruguay);V;2008;10
Defensor Sporting;Central Espanol;19/10/2008;2;0;F;Defensor Sporting (Uruguay);Central Espanol (Uruguay);L;2008;10
Racing Club;Bella Vista;19/10/2008;1;0;F;Racing Club (Uruguay);Bella Vista (Uruguay);L;2008;10
Rampla Juniors Futbol Club;Danubio;19/10/2008;1;0;F;Rampla Juniors Futbol Club (Uruguay);Danubio (Uruguay);L;2008;10
Tacuarembo Futbol Club;River Plate;19/10/2008;1;1;F;Tacuarembo Futbol Club (Uruguay);River Plate (Uruguay);E;2008;10
Central Espanol;CA Penarol;25/10/2008;0;0;F;Central Espanol (Uruguay);CA Penarol (Uruguay);E;2008;10
Cerro Largo FC;Racing Club;25/10/2008;0;0;F;Cerro Largo FC (Uruguay);Racing Club (Uruguay);E;2008;10
Rampla Juniors Futbol Club;Montevideo Wanderers;25/10/2008;1;1;F;Rampla Juniors Futbol Club (Uruguay);Montevideo Wanderers (Uruguay);E;2008;10
Bella Vista;Nacional;26/10/2008;0;1;F;Bella Vista (Uruguay);Nacional (Uruguay);V;2008;10
CSyd Villa Espanola;Defensor Sporting;26/10/2008;1;3;F;CSyd Villa Espanola (Uruguay);Defensor Sporting (Uruguay);V;2008;10
Danubio;River Plate;26/10/2008;3;0;F;Danubio (Uruguay);River Plate (Uruguay);L;2008;10
Liverpool;CA Cerro;26/10/2008;1;2;F;Liverpool (Uruguay);CA Cerro (Uruguay);V;2008;10
Tacuarembo Futbol Club;CA Juventud;26/10/2008;0;1;F;Tacuarembo Futbol Club (Uruguay);CA Juventud (Uruguay);V;2008;10
Defensor Sporting;Cerro Largo FC;01/11/2008;3;1;F;Defensor Sporting (Uruguay);Cerro Largo FC (Uruguay);L;2008;11
Nacional;Liverpool;01/11/2008;1;2;F;Nacional (Uruguay);Liverpool (Uruguay);V;2008;11
Racing Club;Rampla Juniors Futbol Club;01/11/2008;3;2;F;Racing Club (Uruguay);Rampla Juniors Futbol Club (Uruguay);L;2008;11
CA Cerro;Danubio;02/11/2008;0;1;F;CA Cerro (Uruguay);Danubio (Uruguay);V;2008;11
CA Juventud;CSyd Villa Espanola;02/11/2008;1;3;F;CA Juventud (Uruguay);CSyd Villa Espanola (Uruguay);V;2008;11
CA Penarol;Bella Vista;02/11/2008;3;1;F;CA Penarol (Uruguay);Bella Vista (Uruguay);L;2008;11
Montevideo Wanderers;Tacuarembo Futbol Club;02/11/2008;0;1;F;Montevideo Wanderers (Uruguay);Tacuarembo Futbol Club (Uruguay);V;2008;11
River Plate;Central Espanol;02/11/2008;1;2;F;River Plate (Uruguay);Central Espanol (Uruguay);V;2008;11
Central Espanol;Tacuarembo Futbol Club;08/11/2008;2;1;F;Central Espanol (Uruguay);Tacuarembo Futbol Club (Uruguay);L;2008;11
Nacional;Rampla Juniors Futbol Club;08/11/2008;2;0;F;Nacional (Uruguay);Rampla Juniors Futbol Club (Uruguay);L;2008;11
Bella Vista;Cerro Largo FC;09/11/2008;5;2;F;Bella Vista (Uruguay);Cerro Largo FC (Uruguay);L;2008;11
CA Cerro;Racing Club;09/11/2008;0;0;F;CA Cerro (Uruguay);Racing Club (Uruguay);E;2008;11
CA Penarol;CSyd Villa Espanola;09/11/2008;3;0;F;CA Penarol (Uruguay);CSyd Villa Espanola (Uruguay);L;2008;11
Danubio;Defensor Sporting;09/11/2008;1;0;F;Danubio (Uruguay);Defensor Sporting (Uruguay);L;2008;11
Liverpool;Montevideo Wanderers;09/11/2008;2;1;F;Liverpool (Uruguay);Montevideo Wanderers (Uruguay);L;2008;11
River Plate;CA Juventud;09/11/2008;2;1;F;River Plate (Uruguay);CA Juventud (Uruguay);L;2008;11
CA Cerro;River Plate;15/11/2008;1;0;F;CA Cerro (Uruguay);River Plate (Uruguay);L;2008;11
CA Penarol;Liverpool;15/11/2008;3;2;F;CA Penarol (Uruguay);Liverpool (Uruguay);L;2008;11
Cerro Largo FC;CSyd Villa Espanola;15/11/2008;2;0;F;Cerro Largo FC (Uruguay);CSyd Villa Espanola (Uruguay);L;2008;11
Montevideo Wanderers;CA Juventud;15/11/2008;3;0;F;Montevideo Wanderers (Uruguay);CA Juventud (Uruguay);L;2008;11
Central Espanol;Bella Vista;16/11/2008;2;0;F;Central Espanol (Uruguay);Bella Vista (Uruguay);L;2008;11
Danubio;Nacional;16/11/2008;1;0;F;Danubio (Uruguay);Nacional (Uruguay);L;2008;11
Racing Club;Defensor Sporting;16/11/2008;2;0;F;Racing Club (Uruguay);Defensor Sporting (Uruguay);L;2008;11
Rampla Juniors Futbol Club;Tacuarembo Futbol Club;16/11/2008;3;1;F;Rampla Juniors Futbol Club (Uruguay);Tacuarembo Futbol Club (Uruguay);L;2008;11
Nacional;CSyd Villa Espanola;03/12/2008;2;0;F;Nacional (Uruguay);CSyd Villa Espanola (Uruguay);L;2008;12
CA Juventud;Cerro Largo FC;06/12/2008;1;1;F;CA Juventud (Uruguay);Cerro Largo FC (Uruguay);E;2008;12
Liverpool;Central Espanol;06/12/2008;2;1;F;Liverpool (Uruguay);Central Espanol (Uruguay);L;2008;12
Nacional;CA Cerro;06/12/2008;3;3;F;Nacional (Uruguay);CA Cerro (Uruguay);E;2008;12
Bella Vista;Danubio;07/12/2008;0;2;F;Bella Vista (Uruguay);Danubio (Uruguay);V;2008;12
CSyd Villa Espanola;Rampla Juniors Futbol Club;07/12/2008;2;0;F;CSyd Villa Espanola (Uruguay);Rampla Juniors Futbol Club (Uruguay);L;2008;12
Defensor Sporting;Montevideo Wanderers;07/12/2008;3;2;F;Defensor Sporting (Uruguay);Montevideo Wanderers (Uruguay);L;2008;12
River Plate;CA Penarol;07/12/2008;1;1;F;River Plate (Uruguay);CA Penarol (Uruguay);E;2008;12
Tacuarembo Futbol Club;Racing Club;07/12/2008;1;1;F;Tacuarembo Futbol Club (Uruguay);Racing Club (Uruguay);E;2008;12
CSyd Villa Espanola;Montevideo Wanderers;13/12/2008;1;0;F;CSyd Villa Espanola (Uruguay);Montevideo Wanderers (Uruguay);L;2008;12
Cerro Largo FC;Tacuarembo Futbol Club;13/12/2008;0;1;F;Cerro Largo FC (Uruguay);Tacuarembo Futbol Club (Uruguay);V;2008;12
Liverpool;Danubio;13/12/2008;2;2;F;Liverpool (Uruguay);Danubio (Uruguay);E;2008;12
River Plate;Bella Vista;13/12/2008;3;1;F;River Plate (Uruguay);Bella Vista (Uruguay);L;2008;12
CA Cerro;Central Espanol;14/12/2008;0;2;F;CA Cerro (Uruguay);Central Espanol (Uruguay);V;2008;12
CA Penarol;Nacional;14/12/2008;0;1;F;CA Penarol (Uruguay);Nacional (Uruguay);V;2008;12
Defensor Sporting;Rampla Juniors Futbol Club;14/12/2008;2;1;F;Defensor Sporting (Uruguay);Rampla Juniors Futbol Club (Uruguay);L;2008;12
Racing Club;CA Juventud;14/12/2008;2;1;F;Racing Club (Uruguay);CA Juventud (Uruguay);L;2008;12
CSyd Villa Espanola;Racing Club;17/12/2008;1;4;F;CSyd Villa Espanola (Uruguay);Racing Club (Uruguay);V;2008;12
Central Espanol;Danubio;17/12/2008;2;2;F;Central Espanol (Uruguay);Danubio (Uruguay);E;2008;12
Nacional;River Plate;17/12/2008;0;2;F;Nacional (Uruguay);River Plate (Uruguay);V;2008;12
Tacuarembo Futbol Club;Defensor Sporting;17/12/2008;0;1;F;Tacuarembo Futbol Club (Uruguay);Defensor Sporting (Uruguay);V;2008;12
Bella Vista;Liverpool;18/12/2008;1;1;F;Bella Vista (Uruguay);Liverpool (Uruguay);E;2008;12
CA Cerro;CA Penarol;18/12/2008;1;2;F;CA Cerro (Uruguay);CA Penarol (Uruguay);V;2008;12
CA Juventud;Rampla Juniors Futbol Club;18/12/2008;2;0;F;CA Juventud (Uruguay);Rampla Juniors Futbol Club (Uruguay);L;2008;12
Montevideo Wanderers;Cerro Largo FC;18/12/2008;1;0;F;Montevideo Wanderers (Uruguay);Cerro Largo FC (Uruguay);L;2008;12
Central Espanol;Nacional;07/02/2009;1;2;F;Central Espanol (Uruguay);Nacional (Uruguay);V;2009;2
Danubio;CA Penarol;07/02/2009;2;1;F;Danubio (Uruguay);CA Penarol (Uruguay);L;2009;2
Defensor Sporting;CA Juventud;07/02/2009;1;0;F;Defensor Sporting (Uruguay);CA Juventud (Uruguay);L;2009;2
Racing Club;Montevideo Wanderers;07/02/2009;0;2;F;Racing Club (Uruguay);Montevideo Wanderers (Uruguay);V;2009;2
Bella Vista;CA Cerro;08/02/2009;1;0;F;Bella Vista (Uruguay);CA Cerro (Uruguay);L;2009;2
Liverpool;River Plate;08/02/2009;2;1;F;Liverpool (Uruguay);River Plate (Uruguay);L;2009;2
Rampla Juniors Futbol Club;Cerro Largo FC;08/02/2009;2;2;F;Rampla Juniors Futbol Club (Uruguay);Cerro Largo FC (Uruguay);E;2009;2
Tacuarembo Futbol Club;CSyd Villa Espanola;08/02/2009;3;0;F;Tacuarembo Futbol Club (Uruguay);CSyd Villa Espanola (Uruguay);L;2009;2
Danubio;Nacional;15/02/2009;1;2;F;Danubio (Uruguay);Nacional (Uruguay);V;2009;2
CA Cerro;Defensor Sporting;21/02/2009;0;1;F;CA Cerro (Uruguay);Defensor Sporting (Uruguay);V;2009;2
CA Penarol;Montevideo Wanderers;21/02/2009;1;0;F;CA Penarol (Uruguay);Montevideo Wanderers (Uruguay);L;2009;2
Bella Vista;Tacuarembo Futbol Club;22/02/2009;2;3;F;Bella Vista (Uruguay);Tacuarembo Futbol Club (Uruguay);V;2009;2
Central Espanol;Rampla Juniors Futbol Club;22/02/2009;2;2;F;Central Espanol (Uruguay);Rampla Juniors Futbol Club (Uruguay);E;2009;2
Danubio;Cerro Largo FC;22/02/2009;1;1;F;Danubio (Uruguay);Cerro Largo FC (Uruguay);E;2009;2
Nacional;CA Juventud;22/02/2009;2;2;F;Nacional (Uruguay);CA Juventud (Uruguay);E;2009;2
River Plate;Racing Club;22/02/2009;2;2;F;River Plate (Uruguay);Racing Club (Uruguay);E;2009;2
CA Juventud;Liverpool;28/02/2009;3;1;F;CA Juventud (Uruguay);Liverpool (Uruguay);L;2009;2
Cerro Largo FC;Central Espanol;28/02/2009;2;0;F;Cerro Largo FC (Uruguay);Central Espanol (Uruguay);L;2009;2
Montevideo Wanderers;Danubio;28/02/2009;4;2;F;Montevideo Wanderers (Uruguay);Danubio (Uruguay);L;2009;2
Tacuarembo Futbol Club;CA Cerro;28/02/2009;0;5;F;Tacuarembo Futbol Club (Uruguay);CA Cerro (Uruguay);V;2009;2
Defensor Sporting;Bella Vista;01/03/2009;3;0;F;Defensor Sporting (Uruguay);Bella Vista (Uruguay);L;2009;3
Rampla Juniors Futbol Club;River Plate;01/03/2009;2;3;F;Rampla Juniors Futbol Club (Uruguay);River Plate (Uruguay);V;2009;3
CA Cerro;CA Juventud;07/03/2009;2;1;F;CA Cerro (Uruguay);CA Juventud (Uruguay);L;2009;3
CA Penarol;Rampla Juniors Futbol Club;07/03/2009;4;1;F;CA Penarol (Uruguay);Rampla Juniors Futbol Club (Uruguay);L;2009;3
Bella Vista;Montevideo Wanderers;08/03/2009;1;1;F;Bella Vista (Uruguay);Montevideo Wanderers (Uruguay);E;2009;3
Central Espanol;Racing Club;08/03/2009;1;3;F;Central Espanol (Uruguay);Racing Club (Uruguay);V;2009;3
Liverpool;Defensor Sporting;08/03/2009;0;0;F;Liverpool (Uruguay);Defensor Sporting (Uruguay);E;2009;3
Nacional;Tacuarembo Futbol Club;08/03/2009;1;0;F;Nacional (Uruguay);Tacuarembo Futbol Club (Uruguay);L;2009;3
River Plate;Cerro Largo FC;08/03/2009;3;1;F;River Plate (Uruguay);Cerro Largo FC (Uruguay);L;2009;3
CA Penarol;Racing Club;12/03/2009;0;0;F;CA Penarol (Uruguay);Racing Club (Uruguay);E;2009;3
CA Juventud;Danubio;14/03/2009;1;5;F;CA Juventud (Uruguay);Danubio (Uruguay);V;2009;3
Defensor Sporting;River Plate;14/03/2009;3;2;F;Defensor Sporting (Uruguay);River Plate (Uruguay);L;2009;3
Racing Club;Nacional;14/03/2009;1;4;F;Racing Club (Uruguay);Nacional (Uruguay);V;2009;3
Cerro Largo FC;CA Penarol;15/03/2009;0;2;F;Cerro Largo FC (Uruguay);CA Penarol (Uruguay);V;2009;3
Montevideo Wanderers;CA Cerro;15/03/2009;1;2;F;Montevideo Wanderers (Uruguay);CA Cerro (Uruguay);V;2009;3
Rampla Juniors Futbol Club;Bella Vista;15/03/2009;1;1;F;Rampla Juniors Futbol Club (Uruguay);Bella Vista (Uruguay);E;2009;3
Tacuarembo Futbol Club;Liverpool;15/03/2009;1;2;F;Tacuarembo Futbol Club (Uruguay);Liverpool (Uruguay);V;2009;3
CA Penarol;Defensor Sporting;21/03/2009;0;1;F;CA Penarol (Uruguay);Defensor Sporting (Uruguay);V;2009;3
Danubio;Tacuarembo Futbol Club;21/03/2009;2;0;F;Danubio (Uruguay);Tacuarembo Futbol Club (Uruguay);L;2009;3
River Plate;Montevideo Wanderers;21/03/2009;5;1;F;River Plate (Uruguay);Montevideo Wanderers (Uruguay);L;2009;3
CA Cerro;Rampla Juniors Futbol Club;22/03/2009;3;2;F;CA Cerro (Uruguay);Rampla Juniors Futbol Club (Uruguay);L;2009;3
Central Espanol;CA Juventud;22/03/2009;3;0;F;Central Espanol (Uruguay);CA Juventud (Uruguay);L;2009;3
Liverpool;Racing Club;22/03/2009;0;2;F;Liverpool (Uruguay);Racing Club (Uruguay);V;2009;3
Nacional;Cerro Largo FC;22/03/2009;2;2;F;Nacional (Uruguay);Cerro Largo FC (Uruguay);E;2009;3
Cerro Largo FC;CA Cerro;04/04/2009;2;1;F;Cerro Largo FC (Uruguay);CA Cerro (Uruguay);L;2009;4
Defensor Sporting;Nacional;04/04/2009;3;2;F;Defensor Sporting (Uruguay);Nacional (Uruguay);L;2009;4
Racing Club;Danubio;04/04/2009;3;0;F;Racing Club (Uruguay);Danubio (Uruguay);L;2009;4
CA Juventud;Bella Vista;05/04/2009;0;3;F;CA Juventud (Uruguay);Bella Vista (Uruguay);V;2009;4
Montevideo Wanderers;Central Espanol;05/04/2009;3;0;F;Montevideo Wanderers (Uruguay);Central Espanol (Uruguay);L;2009;4
Rampla Juniors Futbol Club;Liverpool;05/04/2009;1;1;F;Rampla Juniors Futbol Club (Uruguay);Liverpool (Uruguay);E;2009;4
Tacuarembo Futbol Club;CA Penarol;05/04/2009;0;1;F;Tacuarembo Futbol Club (Uruguay);CA Penarol (Uruguay);V;2009;4
Bella Vista;Racing Club;11/04/2009;1;1;F;Bella Vista (Uruguay);Racing Club (Uruguay);E;2009;4
CA Penarol;CA Juventud;11/04/2009;4;1;F;CA Penarol (Uruguay);CA Juventud (Uruguay);L;2009;4
Liverpool;Cerro Largo FC;11/04/2009;2;0;F;Liverpool (Uruguay);Cerro Largo FC (Uruguay);L;2009;4
Central Espanol;Defensor Sporting;12/04/2009;0;1;F;Central Espanol (Uruguay);Defensor Sporting (Uruguay);V;2009;4
Danubio;Rampla Juniors Futbol Club;12/04/2009;2;0;F;Danubio (Uruguay);Rampla Juniors Futbol Club (Uruguay);L;2009;4
Nacional;Montevideo Wanderers;12/04/2009;2;2;F;Nacional (Uruguay);Montevideo Wanderers (Uruguay);E;2009;4
River Plate;Tacuarembo Futbol Club;12/04/2009;1;1;F;River Plate (Uruguay);Tacuarembo Futbol Club (Uruguay);E;2009;4
CA Juventud;Tacuarembo Futbol Club;18/04/2009;1;1;F;CA Juventud (Uruguay);Tacuarembo Futbol Club (Uruguay);E;2009;4
Montevideo Wanderers;Rampla Juniors Futbol Club;18/04/2009;3;2;F;Montevideo Wanderers (Uruguay);Rampla Juniors Futbol Club (Uruguay);L;2009;4
