home,away,date,gh,ga,full_time,winner,year,month
Defensor Sporting,Liverpool,2007-03-04,3,2,F,L,2007,3
Miramar Misiones,CA Progreso,2007-03-04,2,2,F,E,2007,3
River Plate,Rocha Futbol Club,2007-03-04,3,0,F,L,2007,3
Club Sportivo Cerrito,Tacuarembo Futbol Club,2007-03-06,3,3,F,E,2007,3
Central Espanol,Miramar Misiones,2007-03-07,0,2,F,V,2007,3
Danubio,CA Progreso,2007-03-07,0,0,F,E,2007,3
Montevideo Wanderers,Defensor Sporting,2007-03-07,3,4,F,V,2007,3
Nacional,Bella Vista,2007-03-07,1,1,F,E,2007,3
Rentistas,Liverpool,2007-03-07,1,2,F,V,2007,3
River Plate,Rampla Juniors Futbol Club,2007-03-07,2,2,F,E,2007,3
Rocha Futbol Club,CA Penarol,2007-03-07,1,2,F,V,2007,3
Bella Vista,Central Espanol,2007-03-10,1,0,F,L,2007,3
Club Sportivo Cerrito,Danubio,2007-03-10,1,3,F,V,2007,3
CA Progreso,Tacuarembo Futbol Club,2007-03-11,2,2,F,E,2007,3
Defensor Sporting,Rocha Futbol Club,2007-03-11,0,1,F,V,2007,3
Liverpool,River Plate,2007-03-11,1,4,F,V,2007,3
Miramar Misiones,Nacional,2007-03-11,2,0,F,L,2007,3
Montevideo Wanderers,CA Penarol,2007-03-11,1,2,F,V,2007,3
Rampla Juniors Futbol Club,Rentistas,2007-03-11,1,1,F,E,2007,3
Central Espanol,Club Sportivo Cerrito,2007-03-14,1,1,F,E,2007,3
Danubio,Bella Vista,2007-03-14,2,1,F,L,2007,3
Montevideo Wanderers,Rampla Juniors Futbol Club,2007-03-14,4,1,F,L,2007,3
Nacional,CA Progreso,2007-03-14,1,0,F,L,2007,3
Rentistas,CA Penarol,2007-03-14,2,3,F,V,2007,3
Rocha Futbol Club,Liverpool,2007-03-14,0,2,F,V,2007,3
Tacuarembo Futbol Club,Miramar Misiones,2007-03-14,3,2,F,L,2007,3
CA Progreso,Central Espanol,2007-03-17,3,2,F,L,2007,3
Club Sportivo Cerrito,Nacional,2007-03-17,1,2,F,V,2007,3
Bella Vista,Tacuarembo Futbol Club,2007-03-18,2,0,F,L,2007,3
CA Penarol,River Plate,2007-03-18,3,1,F,L,2007,3
Liverpool,Montevideo Wanderers,2007-03-18,2,3,F,V,2007,3
Miramar Misiones,Danubio,2007-03-18,2,1,F,L,2007,3
Rampla Juniors Futbol Club,Rocha Futbol Club,2007-03-18,1,0,F,L,2007,3
Defensor Sporting,Rentistas,2007-03-21,2,2,F,E,2007,3
River Plate,Defensor Sporting,2007-03-24,2,3,F,V,2007,3
Rentistas,Montevideo Wanderers,2007-03-25,1,4,F,V,2007,3
Montevideo Wanderers,Nacional,2007-03-31,2,1,F,L,2007,3
Rampla Juniors Futbol Club,CA Progreso,2007-03-31,0,2,F,V,2007,3
CA Penarol,Miramar Misiones,2007-04-01,1,1,F,E,2007,4
Defensor Sporting,Bella Vista,2007-04-01,1,0,F,L,2007,4
Liverpool,Club Sportivo Cerrito,2007-04-01,2,2,F,E,2007,4
River Plate,Danubio,2007-04-01,1,2,F,V,2007,4
Bella Vista,CA Penarol,2007-04-07,2,5,F,V,2007,4
Danubio,Rentistas,2007-04-07,5,1,F,L,2007,4
Miramar Misiones,River Plate,2007-04-07,2,3,F,V,2007,4
Tacuarembo Futbol Club,Montevideo Wanderers,2007-04-07,0,0,F,E,2007,4
CA Progreso,Liverpool,2007-04-08,2,1,F,L,2007,4
Central Espanol,Rampla Juniors Futbol Club,2007-04-08,0,1,F,V,2007,4
Club Sportivo Cerrito,Defensor Sporting,2007-04-08,0,3,F,V,2007,4
Nacional,Rocha Futbol Club,2007-04-08,3,0,F,L,2007,4
Rentistas,Tacuarembo Futbol Club,2007-04-11,1,2,F,V,2007,4
Rocha Futbol Club,Central Espanol,2007-04-11,0,1,F,V,2007,4
Rocha Futbol Club,Tacuarembo Futbol Club,2007-04-14,1,0,F,L,2007,4
Defensor Sporting,CA Progreso,2007-04-15,3,2,F,L,2007,4
Liverpool,Central Espanol,2007-04-15,2,0,F,L,2007,4
Montevideo Wanderers,Danubio,2007-04-15,2,0,F,L,2007,4
Rampla Juniors Futbol Club,Nacional,2007-04-15,1,3,F,V,2007,4
Rentistas,Miramar Misiones,2007-04-15,1,2,F,V,2007,4
River Plate,Bella Vista,2007-04-15,3,1,F,L,2007,4
CA Penarol,Club Sportivo Cerrito,2007-04-18,4,2,F,L,2007,4
Bella Vista,Rentistas,2007-04-21,3,2,F,L,2007,4
CA Progreso,CA Penarol,2007-04-21,0,1,F,V,2007,4
Danubio,Rocha Futbol Club,2007-04-21,3,0,F,L,2007,4
Central Espanol,Defensor Sporting,2007-04-22,0,3,F,V,2007,4
Club Sportivo Cerrito,River Plate,2007-04-22,0,0,F,E,2007,4
Miramar Misiones,Montevideo Wanderers,2007-04-22,1,4,F,V,2007,4
Nacional,Liverpool,2007-04-22,2,1,F,L,2007,4
Tacuarembo Futbol Club,Rampla Juniors Futbol Club,2007-04-22,3,3,F,E,2007,4
CA Penarol,Central Espanol,2007-04-25,1,2,F,V,2007,4
Defensor Sporting,Nacional,2007-04-25,3,0,F,L,2007,4
Liverpool,Tacuarembo Futbol Club,2007-04-25,2,0,F,L,2007,4
Montevideo Wanderers,Bella Vista,2007-04-25,3,1,F,L,2007,4
Rampla Juniors Futbol Club,Danubio,2007-04-25,0,1,F,V,2007,4
River Plate,CA Progreso,2007-04-25,2,4,F,V,2007,4
Rocha Futbol Club,Miramar Misiones,2007-04-25,1,0,F,L,2007,4
Rentistas,Club Sportivo Cerrito,2007-04-26,2,1,F,L,2007,4
Danubio,Liverpool,2007-04-28,2,0,F,L,2007,4
Tacuarembo Futbol Club,Defensor Sporting,2007-04-28,0,0,F,E,2007,4
Bella Vista,Rocha Futbol Club,2007-04-29,4,0,F,L,2007,4
CA Progreso,Rentistas,2007-04-29,0,0,F,E,2007,4
Central Espanol,River Plate,2007-04-29,1,1,F,E,2007,4
Club Sportivo Cerrito,Montevideo Wanderers,2007-04-29,2,0,F,L,2007,4
Miramar Misiones,Rampla Juniors Futbol Club,2007-04-29,0,1,F,V,2007,4
Nacional,CA Penarol,2007-04-29,0,3,F,V,2007,4
CA Penarol,Tacuarembo Futbol Club,2007-05-05,3,3,F,E,2007,5
Montevideo Wanderers,CA Progreso,2007-05-05,3,2,F,L,2007,5
Rentistas,Central Espanol,2007-05-05,2,1,F,L,2007,5
Defensor Sporting,Danubio,2007-05-06,0,2,F,V,2007,5
Liverpool,Miramar Misiones,2007-05-06,2,1,F,L,2007,5
Rampla Juniors Futbol Club,Bella Vista,2007-05-06,2,1,F,L,2007,5
River Plate,Nacional,2007-05-06,1,1,F,E,2007,5
Rocha Futbol Club,Club Sportivo Cerrito,2007-05-06,2,1,F,L,2007,5
CA Progreso,Rocha Futbol Club,2007-05-12,0,1,F,V,2007,5
Central Espanol,Montevideo Wanderers,2007-05-12,2,1,F,L,2007,5
Club Sportivo Cerrito,Rampla Juniors Futbol Club,2007-05-12,1,2,F,V,2007,5
Tacuarembo Futbol Club,River Plate,2007-05-12,1,1,F,E,2007,5
Danubio,CA Penarol,2007-05-13,0,1,F,V,2007,5
Miramar Misiones,Defensor Sporting,2007-05-13,1,0,F,L,2007,5
CA Penarol,Danubio,2007-05-17,1,1,P,E,2007,5
Bella Vista,Liverpool,2007-05-19,2,1,F,L,2007,5
Nacional,Rentistas,2007-05-19,0,1,F,V,2007,5
Rocha Futbol Club,CA Progreso,2007-05-20,0,2,F,V,2007,5
Bella Vista,CA Penarol,2007-05-26,1,1,F,E,2007,5
CA Progreso,Rocha Futbol Club,2007-05-27,3,0,F,L,2007,5
Defensor Sporting,Danubio,2007-05-27,0,0,F,E,2007,5
Nacional,Montevideo Wanderers,2007-05-27,4,1,F,L,2007,5
Bella Vista,Nacional,2007-05-30,2,3,F,V,2007,5
CA Penarol,Danubio,2007-05-30,0,1,F,V,2007,5
Montevideo Wanderers,Defensor Sporting,2007-05-30,2,1,F,L,2007,5
Danubio,Nacional,2007-06-02,2,1,F,L,2007,6
CA Penarol,Defensor Sporting,2007-06-03,0,1,F,V,2007,6
Montevideo Wanderers,Bella Vista,2007-06-03,5,1,F,L,2007,6
CA Penarol,Nacional,2007-06-06,0,1,F,V,2007,6
Defensor Sporting,Bella Vista,2007-06-06,1,0,F,L,2007,6
Montevideo Wanderers,Danubio,2007-06-06,2,1,F,L,2007,6
Montevideo Wanderers,CA Penarol,2007-06-09,2,2,F,E,2007,6
Bella Vista,Danubio,2007-06-10,0,1,F,V,2007,6
Nacional,Defensor Sporting,2007-06-10,1,0,F,L,2007,6
Defensor Sporting,Rampla Juniors Futbol Club,2007-08-18,2,1,F,L,2007,8
Montevideo Wanderers,Tacuarembo Futbol Club,2007-08-18,1,1,F,E,2007,8
Bella Vista,CA Cerro,2007-08-19,0,3,F,V,2007,8
CA Fenix,Nacional,2007-08-19,1,1,F,E,2007,8
CA Juventud,Danubio,2007-08-19,0,1,F,V,2007,8
Miramar Misiones,CA Progreso,2007-08-19,1,0,F,L,2007,8
River Plate,Liverpool,2007-08-19,3,2,F,L,2007,8
Danubio,Miramar Misiones,2007-08-25,3,0,F,L,2007,8
Nacional,Montevideo Wanderers,2007-08-25,2,0,F,L,2007,8
CA Cerro,CA Fenix,2007-08-26,1,1,F,E,2007,8
CA Penarol,River Plate,2007-08-26,3,6,F,V,2007,8
CA Progreso,CA Juventud,2007-08-26,0,1,F,V,2007,8
Liverpool,Central Espanol,2007-08-26,3,0,F,L,2007,8
Rampla Juniors Futbol Club,Bella Vista,2007-08-26,1,0,F,L,2007,8
Tacuarembo Futbol Club,Defensor Sporting,2007-08-26,1,0,F,L,2007,8
Central Espanol,CA Penarol,2007-08-30,0,4,F,V,2007,8
CA Juventud,CA Penarol,2007-09-01,1,1,F,E,2007,9
Miramar Misiones,Liverpool,2007-09-01,1,0,F,L,2007,9
River Plate,CA Cerro,2007-09-01,0,0,F,E,2007,9
Bella Vista,Tacuarembo Futbol Club,2007-09-02,1,1,F,E,2007,9
CA Fenix,Danubio,2007-09-02,0,0,F,E,2007,9
Central Espanol,CA Progreso,2007-09-02,3,0,F,L,2007,9
Defensor Sporting,Nacional,2007-09-02,1,0,F,L,2007,9
Montevideo Wanderers,Rampla Juniors Futbol Club,2007-09-02,1,2,F,V,2007,9
Nacional,Bella Vista,2007-09-07,2,2,F,E,2007,9
Rampla Juniors Futbol Club,River Plate,2007-09-07,3,1,F,L,2007,9
CA Penarol,Montevideo Wanderers,2007-09-08,0,1,F,V,2007,9
CA Progreso,CA Fenix,2007-09-08,1,4,F,V,2007,9
Defensor Sporting,Danubio,2007-09-08,0,0,F,E,2007,9
CA Cerro,Central Espanol,2007-09-09,0,0,F,E,2007,9
Liverpool,CA Juventud,2007-09-09,1,1,F,E,2007,9
Tacuarembo Futbol Club,Miramar Misiones,2007-09-09,1,0,F,L,2007,9
Central Espanol,Rampla Juniors Futbol Club,2007-09-16,1,2,F,V,2007,9
Defensor Sporting,CA Progreso,2007-09-16,3,0,F,L,2007,9
Miramar Misiones,Nacional,2007-09-16,0,1,F,V,2007,9
Montevideo Wanderers,Liverpool,2007-09-16,2,0,F,L,2007,9
River Plate,Danubio,2007-09-16,1,3,F,V,2007,9
Bella Vista,CA Penarol,2007-09-19,2,3,F,V,2007,9
CA Fenix,Tacuarembo Futbol Club,2007-09-19,2,0,F,L,2007,9
CA Progreso,Bella Vista,2007-09-22,0,2,F,V,2007,9
Danubio,Central Espanol,2007-09-22,3,1,F,L,2007,9
Nacional,CA Juventud,2007-09-22,0,0,F,E,2007,9
CA Cerro,Montevideo Wanderers,2007-09-23,4,3,F,L,2007,9
CA Penarol,Miramar Misiones,2007-09-23,1,0,F,L,2007,9
Liverpool,Defensor Sporting,2007-09-23,0,0,F,E,2007,9
Rampla Juniors Futbol Club,CA Fenix,2007-09-23,0,0,F,E,2007,9
Tacuarembo Futbol Club,River Plate,2007-09-23,2,3,F,V,2007,9
CA Juventud,CA Cerro,2007-09-26,0,0,F,E,2007,9
CA Fenix,CA Penarol,2007-09-29,0,0,F,E,2007,9
CA Juventud,Tacuarembo Futbol Club,2007-09-29,2,0,F,L,2007,9
Defensor Sporting,CA Cerro,2007-09-29,4,0,F,L,2007,9
Bella Vista,Liverpool,2007-09-30,3,5,F,V,2007,9
Central Espanol,Nacional,2007-09-30,1,1,F,E,2007,9
Miramar Misiones,Rampla Juniors Futbol Club,2007-09-30,0,2,F,V,2007,9
Montevideo Wanderers,Danubio,2007-09-30,3,1,F,L,2007,9
River Plate,CA Progreso,2007-09-30,6,0,F,L,2007,9
Bella Vista,Montevideo Wanderers,2007-10-06,1,2,F,V,2007,10
Danubio,CA Penarol,2007-10-06,3,1,F,L,2007,10
CA Cerro,Tacuarembo Futbol Club,2007-10-07,0,2,F,V,2007,10
CA Juventud,Central Espanol,2007-10-07,3,1,F,L,2007,10
Liverpool,CA Progreso,2007-10-07,1,2,F,V,2007,10
Rampla Juniors Futbol Club,Nacional,2007-10-07,1,0,F,L,2007,10
River Plate,Miramar Misiones,2007-10-07,2,2,F,E,2007,10
Defensor Sporting,CA Fenix,2007-10-14,3,0,F,L,2007,10
Central Espanol,River Plate,2007-10-20,3,1,F,L,2007,10
Nacional,Danubio,2007-10-20,0,2,F,V,2007,10
CA Fenix,CA Juventud,2007-10-21,0,0,F,E,2007,10
CA Penarol,Liverpool,2007-10-21,4,0,F,L,2007,10
CA Progreso,CA Cerro,2007-10-21,1,1,F,E,2007,10
Miramar Misiones,Bella Vista,2007-10-21,1,0,F,L,2007,10
Montevideo Wanderers,Defensor Sporting,2007-10-21,1,2,F,V,2007,10
Tacuarembo Futbol Club,Rampla Juniors Futbol Club,2007-10-21,1,0,F,L,2007,10
Danubio,Bella Vista,2007-10-27,2,2,F,E,2007,10
CA Cerro,Miramar Misiones,2007-10-28,2,0,F,L,2007,10
CA Progreso,Montevideo Wanderers,2007-10-28,2,3,F,V,2007,10
Liverpool,CA Fenix,2007-10-28,4,0,F,L,2007,10
Nacional,River Plate,2007-10-28,3,1,F,L,2007,10
Rampla Juniors Futbol Club,CA Juventud,2007-10-28,2,1,F,L,2007,10
Tacuarembo Futbol Club,Central Espanol,2007-10-28,3,3,F,E,2007,10
Bella Vista,River Plate,2007-11-03,0,1,F,V,2007,11
CA Cerro,CA Penarol,2007-11-03,0,0,F,E,2007,11
CA Fenix,Central Espanol,2007-11-04,1,2,F,V,2007,11
CA Progreso,Tacuarembo Futbol Club,2007-11-04,2,1,F,L,2007,11
Defensor Sporting,CA Juventud,2007-11-04,2,0,F,L,2007,11
Montevideo Wanderers,Miramar Misiones,2007-11-04,2,1,F,L,2007,11
Nacional,Liverpool,2007-11-04,2,0,F,L,2007,11
Rampla Juniors Futbol Club,Danubio,2007-11-04,0,0,F,E,2007,11
CA Penarol,Defensor Sporting,2007-11-07,0,2,F,V,2007,11
Danubio,CA Cerro,2007-11-10,1,2,F,V,2007,11
Miramar Misiones,CA Fenix,2007-11-10,0,1,F,V,2007,11
Tacuarembo Futbol Club,Nacional,2007-11-10,1,4,F,V,2007,11
CA Juventud,Montevideo Wanderers,2007-11-11,1,1,F,E,2007,11
CA Penarol,CA Progreso,2007-11-11,0,3,F,V,2007,11
Central Espanol,Bella Vista,2007-11-11,2,0,F,L,2007,11
Liverpool,Rampla Juniors Futbol Club,2007-11-11,0,1,F,V,2007,11
River Plate,Defensor Sporting,2007-11-11,5,1,F,L,2007,11
Bella Vista,CA Juventud,2007-11-24,0,1,F,V,2007,11
Miramar Misiones,Defensor Sporting,2007-11-24,0,2,F,V,2007,11
Montevideo Wanderers,Central Espanol,2007-11-24,2,3,F,V,2007,11
River Plate,CA Fenix,2007-11-24,1,1,F,E,2007,11
CA Progreso,Rampla Juniors Futbol Club,2007-11-25,2,2,F,E,2007,11
Liverpool,CA Cerro,2007-11-25,0,1,F,V,2007,11
Nacional,CA Penarol,2007-11-25,1,1,F,E,2007,11
Tacuarembo Futbol Club,Danubio,2007-11-25,0,2,F,V,2007,11
CA Fenix,Bella Vista,2007-12-01,2,0,F,L,2007,12
CA Juventud,Miramar Misiones,2007-12-01,2,0,F,L,2007,12
CA Progreso,Nacional,2007-12-01,0,1,F,V,2007,12
CA Penarol,Tacuarembo Futbol Club,2007-12-02,1,1,F,E,2007,12
Central Espanol,Defensor Sporting,2007-12-02,1,2,F,V,2007,12
Danubio,Liverpool,2007-12-02,4,3,F,L,2007,12
Rampla Juniors Futbol Club,CA Cerro,2007-12-02,1,1,F,E,2007,12
River Plate,Montevideo Wanderers,2007-12-02,5,1,F,L,2007,12
Miramar Misiones,Central Espanol,2007-12-08,3,1,F,L,2007,12
Rampla Juniors Futbol Club,CA Penarol,2007-12-08,3,2,F,L,2007,12
CA Cerro,Nacional,2007-12-09,1,1,F,E,2007,12
CA Juventud,River Plate,2007-12-09,3,1,F,L,2007,12
Danubio,CA Progreso,2007-12-09,9,1,F,L,2007,12
Defensor Sporting,Bella Vista,2007-12-09,2,1,F,L,2007,12
Liverpool,Tacuarembo Futbol Club,2007-12-09,0,0,F,E,2007,12
Montevideo Wanderers,CA Fenix,2007-12-09,1,1,F,E,2007,12
Liverpool,River Plate,2008-02-16,0,2,F,V,2008,2
Rampla Juniors Futbol Club,Defensor Sporting,2008-02-16,1,6,F,V,2008,2
CA Cerro,Bella Vista,2008-02-17,2,3,F,V,2008,2
CA Penarol,Central Espanol,2008-02-17,2,1,F,L,2008,2
CA Progreso,Miramar Misiones,2008-02-17,1,0,F,L,2008,2
Danubio,CA Juventud,2008-02-17,1,2,F,V,2008,2
Tacuarembo Futbol Club,Montevideo Wanderers,2008-02-17,2,0,F,L,2008,2
CA Fenix,CA Cerro,2008-02-23,0,1,F,V,2008,2
CA Juventud,CA Progreso,2008-02-23,3,1,F,L,2008,2
Defensor Sporting,Tacuarembo Futbol Club,2008-02-23,2,0,F,L,2008,2
River Plate,CA Penarol,2008-02-23,2,2,F,E,2008,2
Bella Vista,Rampla Juniors Futbol Club,2008-02-24,0,0,F,E,2008,2
Central Espanol,Liverpool,2008-02-24,1,3,F,V,2008,2
Montevideo Wanderers,Nacional,2008-02-24,1,3,F,V,2008,2
Miramar Misiones,Danubio,2008-02-27,1,4,F,V,2008,2
Nacional,CA Fenix,2008-02-27,3,1,F,L,2008,2
Nacional,Defensor Sporting,2008-03-01,4,0,F,L,2008,3
Rampla Juniors Futbol Club,Montevideo Wanderers,2008-03-01,1,3,F,V,2008,3
CA Cerro,River Plate,2008-03-02,1,4,F,V,2008,3
CA Penarol,CA Juventud,2008-03-02,3,2,F,L,2008,3
CA Progreso,Central Espanol,2008-03-02,3,1,F,L,2008,3
Danubio,CA Fenix,2008-03-02,2,2,F,E,2008,3
Liverpool,Miramar Misiones,2008-03-02,2,0,F,L,2008,3
Tacuarembo Futbol Club,Bella Vista,2008-03-02,3,2,F,L,2008,3
CA Juventud,Liverpool,2008-03-08,1,2,F,V,2008,3
Miramar Misiones,Tacuarembo Futbol Club,2008-03-08,4,0,F,L,2008,3
Montevideo Wanderers,CA Penarol,2008-03-08,1,0,F,L,2008,3
River Plate,Rampla Juniors Futbol Club,2008-03-08,7,0,F,L,2008,3
Bella Vista,Nacional,2008-03-09,0,1,F,V,2008,3
CA Fenix,CA Progreso,2008-03-09,1,2,F,V,2008,3
Central Espanol,CA Cerro,2008-03-09,2,1,F,L,2008,3
Defensor Sporting,Danubio,2008-03-09,3,4,F,V,2008,3
CA Cerro,CA Juventud,2008-03-15,0,0,F,E,2008,3
Danubio,River Plate,2008-03-15,1,5,F,V,2008,3
Nacional,Miramar Misiones,2008-03-15,1,2,F,V,2008,3
CA Penarol,Bella Vista,2008-03-16,6,0,F,L,2008,3
CA Progreso,Defensor Sporting,2008-03-16,0,2,F,V,2008,3
Liverpool,Montevideo Wanderers,2008-03-16,1,1,F,E,2008,3
Rampla Juniors Futbol Club,Central Espanol,2008-03-16,1,0,F,L,2008,3
Tacuarembo Futbol Club,CA Fenix,2008-03-16,1,1,F,E,2008,3
Miramar Misiones,CA Penarol,2008-03-22,0,2,F,V,2008,3
Montevideo Wanderers,CA Cerro,2008-03-22,1,0,F,L,2008,3
Bella Vista,CA Progreso,2008-03-23,1,3,F,V,2008,3
CA Fenix,Rampla Juniors Futbol Club,2008-03-23,2,0,F,L,2008,3
CA Juventud,Nacional,2008-03-23,1,2,F,V,2008,3
Central Espanol,Danubio,2008-03-23,2,0,F,L,2008,3
Defensor Sporting,Liverpool,2008-03-23,3,5,F,V,2008,3
River Plate,Tacuarembo Futbol Club,2008-03-23,5,0,F,L,2008,3
CA Progreso,River Plate,2008-03-29,0,3,F,V,2008,3
Liverpool,Bella Vista,2008-03-29,2,2,F,E,2008,3
Nacional,Central Espanol,2008-03-29,1,0,F,L,2008,3
CA Cerro,Defensor Sporting,2008-03-30,1,2,F,V,2008,3
CA Penarol,CA Fenix,2008-03-30,2,1,F,L,2008,3
Danubio,Montevideo Wanderers,2008-03-30,4,1,F,L,2008,3
Rampla Juniors Futbol Club,Miramar Misiones,2008-03-30,0,0,F,E,2008,3
Tacuarembo Futbol Club,CA Juventud,2008-03-30,0,1,F,V,2008,3
CA Penarol,Danubio,2008-04-05,2,1,F,L,2008,4
Central Espanol,CA Juventud,2008-04-05,2,0,F,L,2008,4
Montevideo Wanderers,Bella Vista,2008-04-05,0,2,F,V,2008,4
CA Fenix,Defensor Sporting,2008-04-06,1,3,F,V,2008,4
CA Progreso,Liverpool,2008-04-06,1,4,F,V,2008,4
Miramar Misiones,River Plate,2008-04-06,1,3,F,V,2008,4
Nacional,Rampla Juniors Futbol Club,2008-04-06,1,0,F,L,2008,4
Tacuarembo Futbol Club,CA Cerro,2008-04-06,0,1,F,V,2008,4
Bella Vista,Miramar Misiones,2008-04-12,0,1,F,V,2008,4
CA Cerro,CA Progreso,2008-04-12,1,0,F,L,2008,4
Danubio,Nacional,2008-04-12,1,3,F,V,2008,4
CA Juventud,CA Fenix,2008-04-13,1,1,F,E,2008,4
Defensor Sporting,Montevideo Wanderers,2008-04-13,4,0,F,L,2008,4
Liverpool,CA Penarol,2008-04-13,4,3,F,L,2008,4
Rampla Juniors Futbol Club,Tacuarembo Futbol Club,2008-04-13,1,3,F,V,2008,4
River Plate,Central Espanol,2008-04-13,3,0,F,L,2008,4
CA Fenix,Liverpool,2008-04-19,2,3,F,V,2008,4
Central Espanol,Tacuarembo Futbol Club,2008-04-19,1,1,F,E,2008,4
River Plate,Nacional,2008-04-19,3,6,F,V,2008,4
Bella Vista,Danubio,2008-04-20,3,0,F,L,2008,4
CA Juventud,Rampla Juniors Futbol Club,2008-04-20,0,0,F,E,2008,4
Defensor Sporting,CA Penarol,2008-04-20,0,1,F,V,2008,4
Miramar Misiones,CA Cerro,2008-04-20,1,1,F,E,2008,4
Montevideo Wanderers,CA Progreso,2008-04-20,2,1,F,L,2008,4
Danubio,Rampla Juniors Futbol Club,2008-04-26,2,2,F,E,2008,4
Liverpool,Nacional,2008-04-26,1,1,F,E,2008,4
Miramar Misiones,Montevideo Wanderers,2008-04-26,2,4,F,V,2008,4
CA Juventud,Defensor Sporting,2008-04-27,0,2,F,V,2008,4
CA Penarol,CA Cerro,2008-04-27,3,0,F,L,2008,4
Central Espanol,CA Fenix,2008-04-27,2,1,F,L,2008,4
River Plate,Bella Vista,2008-04-27,2,0,F,L,2008,4
Tacuarembo Futbol Club,CA Progreso,2008-04-27,1,3,F,V,2008,4
Bella Vista,Central Espanol,2008-05-03,1,0,F,L,2008,5
CA Progreso,CA Penarol,2008-05-03,0,3,F,V,2008,5
Nacional,Tacuarembo Futbol Club,2008-05-03,1,2,F,V,2008,5
CA Cerro,Danubio,2008-05-04,2,0,F,L,2008,5
CA Fenix,Miramar Misiones,2008-05-04,2,0,F,L,2008,5
Defensor Sporting,River Plate,2008-05-04,4,3,F,L,2008,5
Montevideo Wanderers,CA Juventud,2008-05-04,1,1,F,E,2008,5
Rampla Juniors Futbol Club,Liverpool,2008-05-04,2,0,F,L,2008,5
CA Fenix,River Plate,2008-05-10,1,2,F,V,2008,5
CA Juventud,Bella Vista,2008-05-10,1,2,F,V,2008,5
Central Espanol,Montevideo Wanderers,2008-05-10,0,1,F,V,2008,5
Danubio,Tacuarembo Futbol Club,2008-05-10,1,3,F,V,2008,5
Defensor Sporting,Miramar Misiones,2008-05-10,5,3,F,L,2008,5
CA Cerro,Liverpool,2008-05-11,1,5,F,V,2008,5
CA Penarol,Nacional,2008-05-11,4,2,F,L,2008,5
Rampla Juniors Futbol Club,CA Progreso,2008-05-11,4,3,F,L,2008,5
Bella Vista,CA Fenix,2008-05-17,0,1,F,V,2008,5
Defensor Sporting,Central Espanol,2008-05-17,3,3,F,E,2008,5
Nacional,CA Progreso,2008-05-17,1,3,F,V,2008,5
CA Cerro,Rampla Juniors Futbol Club,2008-05-18,0,1,F,V,2008,5
Liverpool,Danubio,2008-05-18,0,0,F,E,2008,5
Miramar Misiones,CA Juventud,2008-05-18,0,1,F,V,2008,5
Montevideo Wanderers,River Plate,2008-05-18,1,2,F,V,2008,5
Tacuarembo Futbol Club,CA Penarol,2008-05-18,1,2,F,V,2008,5
CA Fenix,Montevideo Wanderers,2008-05-31,2,3,F,V,2008,5
CA Progreso,Danubio,2008-05-31,2,3,F,V,2008,5
Central Espanol,Miramar Misiones,2008-05-31,1,3,F,V,2008,5
Nacional,CA Cerro,2008-05-31,3,2,F,L,2008,5
Tacuarembo Futbol Club,Liverpool,2008-05-31,1,4,F,V,2008,5
Bella Vista,Defensor Sporting,2008-06-01,1,2,F,V,2008,6
CA Penarol,Rampla Juniors Futbol Club,2008-06-01,5,0,F,L,2008,6
River Plate,CA Juventud,2008-06-01,2,0,F,L,2008,6
River Plate,CA Penarol,2008-06-08,3,5,F,V,2008,6
CA Penarol,Defensor Sporting,2008-06-22,1,2,F,V,2008,6
Defensor Sporting,CA Penarol,2008-06-25,0,0,F,E,2008,6
Defensor Sporting,Nacional,2008-06-28,1,1,F,E,2008,6
CA Penarol,Danubio,2008-06-29,2,0,F,L,2008,6
Rampla Juniors Futbol Club,River Plate,2008-06-29,1,2,F,V,2008,6
Danubio,Rampla Juniors Futbol Club,2008-07-02,2,0,F,L,2008,7
Nacional,River Plate,2008-07-02,5,3,F,L,2008,7
Defensor Sporting,CA Penarol,2008-07-03,3,0,F,L,2008,7
River Plate,CA Penarol,2008-07-05,3,3,F,E,2008,7
Danubio,Defensor Sporting,2008-07-06,1,2,F,V,2008,7
Nacional,Rampla Juniors Futbol Club,2008-07-06,4,0,F,L,2008,7
River Plate,Danubio,2008-07-12,0,0,F,E,2008,7
CA Penarol,Nacional,2008-07-13,2,0,F,L,2008,7
Rampla Juniors Futbol Club,Defensor Sporting,2008-07-13,2,1,F,L,2008,7
Danubio,Nacional,2008-07-19,1,2,F,V,2008,7
Defensor Sporting,River Plate,2008-07-20,1,0,F,L,2008,7
Rampla Juniors Futbol Club,CA Penarol,2008-07-20,2,2,F,E,2008,7
Nacional,Defensor Sporting,2008-07-27,1,0,F,L,2008,7
CA Juventud,Nacional,2008-08-23,0,1,F,V,2008,8
Cerro Largo FC,Danubio,2008-08-23,0,1,F,V,2008,8
Defensor Sporting,CA Cerro,2008-08-23,0,0,F,E,2008,8
CSyd Villa Espanola,Liverpool,2008-08-24,0,0,F,E,2008,8
Montevideo Wanderers,CA Penarol,2008-08-24,1,2,F,V,2008,8
Racing Club,River Plate,2008-08-24,1,1,F,E,2008,8
Rampla Juniors Futbol Club,Central Espanol,2008-08-24,0,0,F,E,2008,8
Tacuarembo Futbol Club,Bella Vista,2008-08-24,3,0,F,L,2008,8
