home,away,date,gh,ga,full_time,winner,year,month
Bella Vista,Central Espanol,1991-08-03,0,0,F,E,1991,8
CA Progreso,Danubio,1991-08-03,0,1,F,V,1991,8
Club Social Y Deportivo Huracan Buceo,Liverpool,1991-08-03,1,3,F,V,1991,8
El Tanque Sisley,Rentistas,1991-08-03,1,2,F,V,1991,8
Montevideo Wanderers,CA Cerro,1991-08-03,0,0,F,E,1991,8
Nacional,CA Penarol,1991-08-03,0,1,F,V,1991,8
Racing Club,Defensor Sporting,1991-08-03,0,0,F,E,1991,8
CA Progreso,Bella Vista,1991-08-10,0,0,F,E,1991,8
Club Social Y Deportivo Huracan Buceo,Central Espanol,1991-08-10,2,1,F,L,1991,8
Defensor Sporting,Nacional,1991-08-10,1,0,F,L,1991,8
El Tanque Sisley,CA Penarol,1991-08-10,1,0,F,L,1991,8
Montevideo Wanderers,Liverpool,1991-08-10,0,0,F,E,1991,8
Racing Club,Danubio,1991-08-10,1,1,F,E,1991,8
Rentistas,CA Cerro,1991-08-10,0,0,F,E,1991,8
Bella Vista,El Tanque Sisley,1991-08-17,1,0,F,L,1991,8
CA Cerro,Central Espanol,1991-08-17,0,0,F,E,1991,8
CA Progreso,CA Penarol,1991-08-17,0,2,F,V,1991,8
Danubio,Club Social Y Deportivo Huracan Buceo,1991-08-17,0,0,F,E,1991,8
Defensor Sporting,Montevideo Wanderers,1991-08-17,0,1,F,V,1991,8
Liverpool,Nacional,1991-08-17,3,3,F,E,1991,8
Rentistas,Racing Club,1991-08-17,1,2,F,V,1991,8
CA Cerro,CA Penarol,1991-08-24,0,0,F,E,1991,8
CA Progreso,Rentistas,1991-08-24,1,0,F,L,1991,8
Danubio,Liverpool,1991-08-24,1,1,F,E,1991,8
El Tanque Sisley,Defensor Sporting,1991-08-24,1,3,F,V,1991,8
Montevideo Wanderers,Club Social Y Deportivo Huracan Buceo,1991-08-24,2,2,F,E,1991,8
Nacional,Central Espanol,1991-08-24,3,2,F,L,1991,8
Racing Club,Bella Vista,1991-08-24,0,0,F,E,1991,8
Bella Vista,CA Cerro,1991-08-31,0,0,F,E,1991,8
Club Social Y Deportivo Huracan Buceo,Nacional,1991-08-31,1,3,F,V,1991,8
Defensor Sporting,Danubio,1991-08-31,2,0,F,L,1991,8
El Tanque Sisley,Central Espanol,1991-08-31,0,0,F,E,1991,8
Liverpool,CA Progreso,1991-08-31,0,0,F,E,1991,8
Montevideo Wanderers,Racing Club,1991-08-31,3,2,F,L,1991,8
Rentistas,CA Penarol,1991-08-31,2,0,F,L,1991,8
Bella Vista,Defensor Sporting,1991-09-07,0,1,F,V,1991,9
CA Cerro,Racing Club,1991-09-07,1,0,F,L,1991,9
CA Penarol,Liverpool,1991-09-07,2,0,F,L,1991,9
CA Progreso,Nacional,1991-09-07,3,2,F,L,1991,9
Danubio,Central Espanol,1991-09-07,4,0,F,L,1991,9
Montevideo Wanderers,El Tanque Sisley,1991-09-07,3,0,F,L,1991,9
Rentistas,Club Social Y Deportivo Huracan Buceo,1991-09-07,2,2,F,E,1991,9
Bella Vista,Nacional,1991-09-14,1,2,F,V,1991,9
CA Cerro,Liverpool,1991-09-14,1,0,F,L,1991,9
Central Espanol,CA Penarol,1991-09-14,0,0,F,E,1991,9
Defensor Sporting,Club Social Y Deportivo Huracan Buceo,1991-09-14,4,1,F,L,1991,9
El Tanque Sisley,Danubio,1991-09-14,0,1,F,V,1991,9
Racing Club,CA Progreso,1991-09-14,1,0,F,L,1991,9
Rentistas,Montevideo Wanderers,1991-09-14,0,1,F,V,1991,9
Bella Vista,Montevideo Wanderers,1991-09-21,0,3,F,V,1991,9
CA Progreso,CA Cerro,1991-09-21,2,1,F,L,1991,9
Defensor Sporting,Central Espanol,1991-09-21,0,0,F,E,1991,9
Nacional,Danubio,1991-09-21,2,0,F,L,1991,9
Racing Club,CA Penarol,1991-09-21,0,0,F,E,1991,9
Rentistas,Liverpool,1991-09-21,3,2,F,L,1991,9
Bella Vista,Central Espanol,1992-03-07,2,0,F,L,1992,3
CA Penarol,CA Progreso,1992-03-07,2,1,F,L,1992,3
Liverpool,River Plate,1992-03-07,1,1,F,E,1992,3
Montevideo Wanderers,CA Cerro,1992-03-07,1,0,F,L,1992,3
Racing Club,Danubio,1992-03-07,1,1,F,E,1992,3
Rentistas,Defensor Sporting,1992-03-07,1,0,F,L,1992,3
CA Penarol,Liverpool,1992-03-14,5,0,F,L,1992,3
Danubio,Bella Vista,1992-03-14,2,0,F,L,1992,3
Nacional,CA Cerro,1992-03-14,2,1,F,L,1992,3
Racing Club,Central Espanol,1992-03-14,1,0,F,L,1992,3
Rentistas,Montevideo Wanderers,1992-03-14,2,0,F,L,1992,3
River Plate,CA Progreso,1992-03-14,6,1,F,L,1992,3
CA Penarol,Bella Vista,1992-03-21,1,0,F,L,1992,3
Danubio,CA Cerro,1992-03-21,2,1,F,L,1992,3
Liverpool,Defensor Sporting,1992-03-21,0,0,F,E,1992,3
Nacional,Montevideo Wanderers,1992-03-21,1,0,F,L,1992,3
Racing Club,CA Progreso,1992-03-21,1,1,F,E,1992,3
River Plate,Rentistas,1992-03-21,3,0,F,L,1992,3
Bella Vista,River Plate,1992-03-28,2,0,F,L,1992,3
CA Cerro,Liverpool,1992-03-28,1,1,F,E,1992,3
CA Progreso,Central Espanol,1992-03-28,1,1,F,E,1992,3
Defensor Sporting,Racing Club,1992-03-28,0,0,F,E,1992,3
Montevideo Wanderers,Danubio,1992-03-28,0,0,F,E,1992,3
Nacional,Rentistas,1992-03-28,5,2,F,L,1992,3
CA Cerro,CA Progreso,1992-04-04,1,1,F,E,1992,4
Defensor Sporting,Central Espanol,1992-04-04,1,0,F,L,1992,4
Montevideo Wanderers,CA Penarol,1992-04-04,2,0,F,L,1992,4
Nacional,Liverpool,1992-04-04,3,1,F,L,1992,4
Racing Club,River Plate,1992-04-04,0,0,F,E,1992,4
Rentistas,Bella Vista,1992-04-04,1,0,F,L,1992,4
Danubio,CA Progreso,1992-04-11,1,0,F,L,1992,4
Liverpool,Central Espanol,1992-04-11,1,0,F,L,1992,4
Montevideo Wanderers,Defensor Sporting,1992-04-11,1,1,F,E,1992,4
Nacional,Bella Vista,1992-04-11,1,1,F,E,1992,4
Racing Club,CA Penarol,1992-04-11,0,0,F,E,1992,4
River Plate,CA Cerro,1992-04-11,1,0,F,L,1992,4
CA Cerro,Bella Vista,1992-04-18,3,1,F,L,1992,4
CA Penarol,Defensor Sporting,1992-04-18,1,0,F,L,1992,4
CA Progreso,Rentistas,1992-04-18,3,1,F,L,1992,4
Danubio,River Plate,1992-04-18,4,0,F,L,1992,4
Montevideo Wanderers,Central Espanol,1992-04-18,1,0,F,L,1992,4
Nacional,Racing Club,1992-04-18,3,2,F,L,1992,4
Bella Vista,Montevideo Wanderers,1992-04-25,2,1,F,L,1992,4
CA Progreso,Defensor Sporting,1992-04-25,2,1,F,L,1992,4
Central Espanol,CA Cerro,1992-04-25,1,1,F,E,1992,4
Nacional,Danubio,1992-04-25,2,1,F,L,1992,4
Racing Club,Liverpool,1992-04-25,0,0,F,E,1992,4
Rentistas,CA Penarol,1992-04-25,1,0,F,L,1992,4
Central Espanol,CA Penarol,1992-05-02,2,1,F,L,1992,5
Danubio,Rentistas,1992-05-02,3,1,F,L,1992,5
Liverpool,Bella Vista,1992-05-02,1,0,F,L,1992,5
Nacional,CA Progreso,1992-05-02,4,1,F,L,1992,5
Racing Club,CA Cerro,1992-05-02,2,1,F,L,1992,5
River Plate,Defensor Sporting,1992-05-02,2,1,F,L,1992,5
Bella Vista,CA Progreso,1992-05-09,2,1,F,L,1992,5
Central Espanol,River Plate,1992-05-09,2,1,F,L,1992,5
Danubio,Defensor Sporting,1992-05-09,0,0,F,E,1992,5
Liverpool,Montevideo Wanderers,1992-05-09,2,1,F,L,1992,5
Nacional,CA Penarol,1992-05-09,0,0,F,E,1992,5
Racing Club,Rentistas,1992-05-09,1,0,F,L,1992,5
CA Cerro,CA Penarol,1992-05-16,2,1,F,L,1992,5
CA Progreso,Montevideo Wanderers,1992-05-16,0,0,F,E,1992,5
Central Espanol,Rentistas,1992-05-16,1,1,F,E,1992,5
Danubio,Liverpool,1992-05-16,2,1,F,L,1992,5
Defensor Sporting,Bella Vista,1992-05-16,3,3,F,E,1992,5
Nacional,River Plate,1992-05-16,2,2,F,E,1992,5
Bella Vista,Racing Club,1992-05-23,1,1,F,E,1992,5
CA Cerro,Defensor Sporting,1992-05-23,0,0,F,E,1992,5
CA Penarol,Danubio,1992-05-23,1,1,F,E,1992,5
Montevideo Wanderers,River Plate,1992-05-23,1,1,F,E,1992,5
Nacional,Central Espanol,1992-05-23,3,1,F,L,1992,5
Rentistas,Liverpool,1992-05-23,0,0,F,E,1992,5
CA Penarol,River Plate,1992-05-30,1,0,F,L,1992,5
Danubio,Central Espanol,1992-05-30,2,2,F,E,1992,5
Defensor Sporting,Nacional,1992-05-30,1,0,F,L,1992,5
Liverpool,CA Progreso,1992-05-30,0,0,F,E,1992,5
Racing Club,Montevideo Wanderers,1992-05-30,1,1,F,E,1992,5
Rentistas,CA Cerro,1992-05-30,1,1,F,E,1992,5
CA Cerro,Montevideo Wanderers,1992-06-06,1,1,F,E,1992,6
CA Progreso,CA Penarol,1992-06-06,1,0,F,L,1992,6
Central Espanol,Bella Vista,1992-06-06,0,1,F,V,1992,6
Danubio,Racing Club,1992-06-06,0,0,F,E,1992,6
Defensor Sporting,Rentistas,1992-06-06,2,1,F,L,1992,6
River Plate,Liverpool,1992-06-06,1,1,F,E,1992,6
Bella Vista,Danubio,1992-06-13,0,1,F,V,1992,6
CA Cerro,Nacional,1992-06-13,1,5,F,V,1992,6
CA Progreso,River Plate,1992-06-13,1,0,F,L,1992,6
Central Espanol,Racing Club,1992-06-13,0,0,F,E,1992,6
Liverpool,CA Penarol,1992-06-13,1,2,F,V,1992,6
Montevideo Wanderers,Rentistas,1992-06-13,2,0,F,L,1992,6
Bella Vista,CA Penarol,1992-06-20,2,2,F,E,1992,6
CA Cerro,Danubio,1992-06-20,3,1,F,L,1992,6
CA Progreso,Racing Club,1992-06-20,1,1,F,E,1992,6
Defensor Sporting,Liverpool,1992-06-20,4,1,F,L,1992,6
Montevideo Wanderers,Nacional,1992-06-20,1,3,F,V,1992,6
Rentistas,River Plate,1992-06-20,1,2,F,V,1992,6
Central Espanol,CA Progreso,1992-06-27,1,4,F,V,1992,6
Danubio,Montevideo Wanderers,1992-06-27,0,0,F,E,1992,6
Liverpool,CA Cerro,1992-06-27,0,0,F,E,1992,6
Racing Club,Defensor Sporting,1992-06-27,0,1,F,V,1992,6
Rentistas,Nacional,1992-06-27,4,0,F,L,1992,6
River Plate,Bella Vista,1992-06-27,1,2,F,V,1992,6
Bella Vista,Rentistas,1992-08-01,1,0,F,L,1992,8
CA Penarol,Montevideo Wanderers,1992-08-01,3,1,F,L,1992,8
CA Progreso,CA Cerro,1992-08-01,0,0,F,E,1992,8
Central Espanol,Defensor Sporting,1992-08-01,2,3,F,V,1992,8
Liverpool,Nacional,1992-08-01,1,0,F,L,1992,8
River Plate,Racing Club,1992-08-01,2,1,F,L,1992,8
Bella Vista,Nacional,1992-08-08,1,1,F,E,1992,8
CA Cerro,River Plate,1992-08-08,0,0,F,E,1992,8
CA Penarol,Racing Club,1992-08-08,1,1,F,E,1992,8
CA Progreso,Danubio,1992-08-08,0,0,F,E,1992,8
Central Espanol,Liverpool,1992-08-08,0,1,F,V,1992,8
Defensor Sporting,Montevideo Wanderers,1992-08-08,0,1,F,V,1992,8
Bella Vista,CA Cerro,1992-08-15,0,0,F,E,1992,8
Central Espanol,Montevideo Wanderers,1992-08-15,1,1,F,E,1992,8
Defensor Sporting,CA Penarol,1992-08-15,1,0,F,L,1992,8
Racing Club,Nacional,1992-08-15,0,2,F,V,1992,8
Rentistas,CA Progreso,1992-08-15,0,0,F,E,1992,8
River Plate,Danubio,1992-08-15,2,0,F,L,1992,8
CA Cerro,Central Espanol,1992-08-22,1,1,F,E,1992,8
CA Penarol,Rentistas,1992-08-22,4,3,F,L,1992,8
Danubio,Nacional,1992-08-22,0,2,F,V,1992,8
Defensor Sporting,CA Progreso,1992-08-22,1,1,F,E,1992,8
Liverpool,Racing Club,1992-08-22,1,1,F,E,1992,8
Montevideo Wanderers,Bella Vista,1992-08-22,2,1,F,L,1992,8
Bella Vista,Liverpool,1992-08-29,0,0,F,E,1992,8
CA Cerro,Racing Club,1992-08-29,0,1,F,V,1992,8
CA Penarol,Central Espanol,1992-08-29,3,2,F,L,1992,8
CA Progreso,Nacional,1992-08-29,0,4,F,V,1992,8
Defensor Sporting,River Plate,1992-08-29,2,2,F,E,1992,8
Rentistas,Danubio,1992-08-29,1,0,F,L,1992,8
CA Penarol,Nacional,1992-09-05,0,1,F,V,1992,9
CA Progreso,Bella Vista,1992-09-05,0,3,F,V,1992,9
Defensor Sporting,Danubio,1992-09-05,1,2,F,V,1992,9
Montevideo Wanderers,Liverpool,1992-09-05,2,1,F,L,1992,9
Rentistas,Racing Club,1992-09-05,1,1,F,E,1992,9
River Plate,Central Espanol,1992-09-05,3,0,F,L,1992,9
Bella Vista,Defensor Sporting,1992-09-12,2,0,F,L,1992,9
CA Penarol,CA Cerro,1992-09-12,3,1,F,L,1992,9
Liverpool,Danubio,1992-09-12,0,0,F,E,1992,9
Montevideo Wanderers,CA Progreso,1992-09-12,1,2,F,V,1992,9
Rentistas,Central Espanol,1992-09-12,1,1,F,E,1992,9
River Plate,Nacional,1992-09-12,3,2,F,L,1992,9
Central Espanol,Nacional,1992-09-19,0,0,F,E,1992,9
Danubio,CA Penarol,1992-09-19,0,0,F,E,1992,9
Defensor Sporting,CA Cerro,1992-09-19,1,0,F,L,1992,9
Liverpool,Rentistas,1992-09-19,2,1,F,L,1992,9
Racing Club,Bella Vista,1992-09-19,1,1,F,E,1992,9
River Plate,Montevideo Wanderers,1992-09-19,0,0,F,E,1992,9
CA Cerro,Rentistas,1992-09-26,1,0,F,L,1992,9
CA Progreso,Liverpool,1992-09-26,1,0,F,L,1992,9
Central Espanol,Danubio,1992-09-26,0,0,F,E,1992,9
Montevideo Wanderers,Racing Club,1992-09-26,0,0,F,E,1992,9
Nacional,Defensor Sporting,1992-09-26,0,2,F,V,1992,9
River Plate,CA Penarol,1992-09-26,2,1,F,L,1992,9
Bella Vista,CA Progreso,1993-03-06,1,1,F,E,1993,3
Club Social Y Deportivo Huracan Buceo,Montevideo Wanderers,1993-03-06,1,1,F,E,1993,3
Danubio,CA Cerro,1993-03-06,2,1,F,L,1993,3
Defensor Sporting,CA Penarol,1993-03-06,0,0,F,E,1993,3
Liverpool,Rampla Juniors Futbol Club,1993-03-06,0,0,F,E,1993,3
Nacional,Racing Club,1993-03-06,1,0,F,L,1993,3
CA Cerro,Defensor Sporting,1993-03-13,0,3,F,V,1993,3
CA Penarol,Danubio,1993-03-13,3,2,F,L,1993,3
CA Progreso,River Plate,1993-03-13,1,0,F,L,1993,3
Montevideo Wanderers,Nacional,1993-03-13,2,2,F,E,1993,3
Racing Club,Club Social Y Deportivo Huracan Buceo,1993-03-13,1,1,F,E,1993,3
Rampla Juniors Futbol Club,Bella Vista,1993-03-13,1,0,F,L,1993,3
Bella Vista,River Plate,1993-03-20,1,1,F,E,1993,3
CA Cerro,Rampla Juniors Futbol Club,1993-03-20,3,0,F,L,1993,3
CA Penarol,Club Social Y Deportivo Huracan Buceo,1993-03-20,3,2,F,L,1993,3
Danubio,Liverpool,1993-03-20,1,0,F,L,1993,3
Nacional,Defensor Sporting,1993-03-20,1,1,F,E,1993,3
Racing Club,CA Progreso,1993-03-20,1,2,F,V,1993,3
Bella Vista,Racing Club,1993-03-27,0,1,F,V,1993,3
CA Progreso,Danubio,1993-03-27,0,0,F,E,1993,3
Club Social Y Deportivo Huracan Buceo,CA Cerro,1993-03-27,1,1,F,E,1993,3
Defensor Sporting,Montevideo Wanderers,1993-03-27,2,0,F,L,1993,3
Liverpool,Nacional,1993-03-27,1,0,F,L,1993,3
River Plate,Rampla Juniors Futbol Club,1993-03-27,0,4,F,V,1993,3
CA Penarol,Bella Vista,1993-04-03,1,0,F,L,1993,4
CA Progreso,Defensor Sporting,1993-04-03,1,1,F,E,1993,4
Montevideo Wanderers,Liverpool,1993-04-03,1,1,F,E,1993,4
Nacional,CA Cerro,1993-04-03,0,1,F,V,1993,4
Rampla Juniors Futbol Club,Club Social Y Deportivo Huracan Buceo,1993-04-03,1,1,F,E,1993,4
River Plate,Danubio,1993-04-03,0,0,F,E,1993,4
Bella Vista,Liverpool,1993-04-10,1,2,F,V,1993,4
CA Cerro,CA Progreso,1993-04-10,1,1,F,E,1993,4
Club Social Y Deportivo Huracan Buceo,River Plate,1993-04-10,3,2,F,L,1993,4
Danubio,Montevideo Wanderers,1993-04-10,2,0,F,L,1993,4
Defensor Sporting,Racing Club,1993-04-10,2,0,F,L,1993,4
Nacional,CA Penarol,1993-04-10,0,1,F,V,1993,4
CA Cerro,Racing Club,1993-04-17,1,1,F,E,1993,4
CA Progreso,Club Social Y Deportivo Huracan Buceo,1993-04-17,1,1,F,E,1993,4
Defensor Sporting,Rampla Juniors Futbol Club,1993-04-17,1,0,F,L,1993,4
Liverpool,CA Penarol,1993-04-17,0,2,F,V,1993,4
Montevideo Wanderers,Bella Vista,1993-04-17,0,3,F,V,1993,4
River Plate,Nacional,1993-04-17,1,2,F,V,1993,4
CA Penarol,Rampla Juniors Futbol Club,1993-04-24,2,2,F,E,1993,4
Club Social Y Deportivo Huracan Buceo,Bella Vista,1993-04-24,1,2,F,V,1993,4
Liverpool,Defensor Sporting,1993-04-24,0,0,F,E,1993,4
Montevideo Wanderers,CA Progreso,1993-04-24,3,1,F,L,1993,4
Nacional,Danubio,1993-04-24,2,0,F,L,1993,4
Racing Club,River Plate,1993-04-24,0,0,F,E,1993,4
CA Cerro,Liverpool,1993-05-01,1,2,F,V,1993,5
CA Penarol,Montevideo Wanderers,1993-05-01,1,2,F,V,1993,5
CA Progreso,Nacional,1993-05-01,2,2,F,E,1993,5
Danubio,Club Social Y Deportivo Huracan Buceo,1993-05-01,4,0,F,L,1993,5
Defensor Sporting,River Plate,1993-05-01,0,0,F,E,1993,5
Rampla Juniors Futbol Club,Racing Club,1993-05-01,0,0,F,E,1993,5
CA Cerro,Montevideo Wanderers,1993-05-08,2,1,F,L,1993,5
Club Social Y Deportivo Huracan Buceo,Defensor Sporting,1993-05-08,0,1,F,V,1993,5
Danubio,Bella Vista,1993-05-08,1,0,F,L,1993,5
Nacional,Rampla Juniors Futbol Club,1993-05-08,1,2,F,V,1993,5
Racing Club,Liverpool,1993-05-08,0,0,F,E,1993,5
River Plate,CA Penarol,1993-05-08,0,7,F,V,1993,5
CA Progreso,CA Penarol,1993-05-15,1,2,F,V,1993,5
Defensor Sporting,Bella Vista,1993-05-15,1,1,F,E,1993,5
Liverpool,Club Social Y Deportivo Huracan Buceo,1993-05-15,1,0,F,L,1993,5
Montevideo Wanderers,Rampla Juniors Futbol Club,1993-05-15,0,0,F,E,1993,5
Racing Club,Danubio,1993-05-15,0,0,F,E,1993,5
River Plate,CA Cerro,1993-05-15,1,0,F,L,1993,5
Bella Vista,CA Cerro,1993-05-22,0,1,F,V,1993,5
CA Penarol,Racing Club,1993-05-22,2,0,F,L,1993,5
CA Progreso,Liverpool,1993-05-22,0,0,F,E,1993,5
Club Social Y Deportivo Huracan Buceo,Nacional,1993-05-22,3,4,F,V,1993,5
Montevideo Wanderers,River Plate,1993-05-22,1,0,F,L,1993,5
Rampla Juniors Futbol Club,Danubio,1993-05-22,0,2,F,V,1993,5
Bella Vista,Nacional,1993-05-29,0,0,F,E,1993,5
CA Cerro,CA Penarol,1993-05-29,0,3,F,V,1993,5
Danubio,Defensor Sporting,1993-05-29,0,3,F,V,1993,5
Racing Club,Montevideo Wanderers,1993-05-29,1,0,F,L,1993,5
Rampla Juniors Futbol Club,CA Progreso,1993-05-29,1,1,F,E,1993,5
River Plate,Liverpool,1993-05-29,4,1,F,L,1993,5
CA Cerro,Danubio,1993-06-05,1,2,F,V,1993,6
CA Penarol,Defensor Sporting,1993-06-05,2,0,F,L,1993,6
CA Progreso,Bella Vista,1993-06-05,1,1,F,E,1993,6
Montevideo Wanderers,Club Social Y Deportivo Huracan Buceo,1993-06-05,2,2,F,E,1993,6
Racing Club,Nacional,1993-06-05,1,3,F,V,1993,6
Rampla Juniors Futbol Club,Liverpool,1993-06-05,0,0,F,E,1993,6
Bella Vista,Rampla Juniors Futbol Club,1993-06-12,2,0,F,L,1993,6
Club Social Y Deportivo Huracan Buceo,Racing Club,1993-06-12,2,0,F,L,1993,6
Danubio,CA Penarol,1993-06-12,2,0,F,L,1993,6
Defensor Sporting,CA Cerro,1993-06-12,1,1,F,E,1993,6
Nacional,Montevideo Wanderers,1993-06-12,1,0,F,L,1993,6
River Plate,CA Progreso,1993-06-12,0,2,F,V,1993,6
CA Progreso,Racing Club,1993-06-19,2,0,F,L,1993,6
Club Social Y Deportivo Huracan Buceo,CA Penarol,1993-06-19,0,4,F,V,1993,6
Defensor Sporting,Nacional,1993-06-19,1,4,F,V,1993,6
Liverpool,Danubio,1993-06-19,0,2,F,V,1993,6
Rampla Juniors Futbol Club,CA Cerro,1993-06-19,1,2,F,V,1993,6
River Plate,Bella Vista,1993-06-19,2,1,F,L,1993,6
CA Cerro,Club Social Y Deportivo Huracan Buceo,1993-06-26,1,0,F,L,1993,6
Danubio,CA Progreso,1993-06-26,3,2,F,L,1993,6
Montevideo Wanderers,Defensor Sporting,1993-06-26,0,1,F,V,1993,6
Nacional,Liverpool,1993-06-26,1,0,F,L,1993,6
Racing Club,Bella Vista,1993-06-26,0,1,F,V,1993,6
Rampla Juniors Futbol Club,River Plate,1993-06-26,0,1,F,V,1993,6
Bella Vista,CA Penarol,1993-08-07,0,3,F,V,1993,8
CA Cerro,Nacional,1993-08-07,1,1,F,E,1993,8
Club Social Y Deportivo Huracan Buceo,Rampla Juniors Futbol Club,1993-08-07,3,1,F,L,1993,8
Danubio,River Plate,1993-08-07,0,0,F,E,1993,8
Defensor Sporting,CA Progreso,1993-08-07,2,0,F,L,1993,8
Liverpool,Montevideo Wanderers,1993-08-07,0,1,F,V,1993,8
CA Penarol,Nacional,1993-08-14,3,1,F,L,1993,8
CA Progreso,CA Cerro,1993-08-14,1,0,F,L,1993,8
Liverpool,Bella Vista,1993-08-14,2,0,F,L,1993,8
Montevideo Wanderers,Danubio,1993-08-14,3,0,F,L,1993,8
Racing Club,Defensor Sporting,1993-08-14,0,1,F,V,1993,8
River Plate,Club Social Y Deportivo Huracan Buceo,1993-08-14,1,1,F,E,1993,8
Bella Vista,Montevideo Wanderers,1993-08-21,1,0,F,L,1993,8
CA Penarol,Liverpool,1993-08-21,2,0,F,L,1993,8
Club Social Y Deportivo Huracan Buceo,CA Progreso,1993-08-21,0,0,F,E,1993,8
Nacional,River Plate,1993-08-21,2,1,F,L,1993,8
Racing Club,CA Cerro,1993-08-21,0,1,F,V,1993,8
Rampla Juniors Futbol Club,Defensor Sporting,1993-08-21,0,0,F,E,1993,8
Bella Vista,Club Social Y Deportivo Huracan Buceo,1993-08-28,3,2,F,L,1993,8
CA Progreso,Montevideo Wanderers,1993-08-28,0,0,F,E,1993,8
Danubio,Nacional,1993-08-28,1,0,F,L,1993,8
Defensor Sporting,Liverpool,1993-08-28,2,1,F,L,1993,8
Rampla Juniors Futbol Club,CA Penarol,1993-08-28,0,4,F,V,1993,8
River Plate,Racing Club,1993-08-28,3,1,F,L,1993,8
Club Social Y Deportivo Huracan Buceo,Danubio,1993-09-04,3,2,F,L,1993,9
Liverpool,CA Cerro,1993-09-04,2,1,F,L,1993,9
Montevideo Wanderers,CA Penarol,1993-09-04,3,2,F,L,1993,9
Nacional,CA Progreso,1993-09-04,1,1,F,E,1993,9
Racing Club,Rampla Juniors Futbol Club,1993-09-04,0,1,F,V,1993,9
River Plate,Defensor Sporting,1993-09-04,1,2,F,V,1993,9
Bella Vista,Danubio,1993-09-11,0,0,F,E,1993,9
CA Penarol,River Plate,1993-09-11,1,1,F,E,1993,9
Defensor Sporting,Club Social Y Deportivo Huracan Buceo,1993-09-11,1,0,F,L,1993,9
Liverpool,Racing Club,1993-09-11,2,2,F,E,1993,9
Montevideo Wanderers,CA Cerro,1993-09-11,1,1,F,E,1993,9
Rampla Juniors Futbol Club,Nacional,1993-09-11,1,1,F,E,1993,9
Bella Vista,Defensor Sporting,1993-09-18,0,1,F,V,1993,9
CA Cerro,River Plate,1993-09-18,0,0,F,E,1993,9
CA Penarol,CA Progreso,1993-09-18,0,2,F,V,1993,9
Club Social Y Deportivo Huracan Buceo,Liverpool,1993-09-18,1,0,F,L,1993,9
Danubio,Racing Club,1993-09-18,1,0,F,L,1993,9
Rampla Juniors Futbol Club,Montevideo Wanderers,1993-09-18,0,0,F,E,1993,9
CA Cerro,Bella Vista,1993-09-25,2,0,F,L,1993,9
Danubio,Rampla Juniors Futbol Club,1993-09-25,0,0,F,E,1993,9
Liverpool,CA Progreso,1993-09-25,1,1,F,E,1993,9
Nacional,Club Social Y Deportivo Huracan Buceo,1993-09-25,6,3,F,L,1993,9
Racing Club,CA Penarol,1993-09-25,0,1,F,V,1993,9
River Plate,Montevideo Wanderers,1993-09-25,0,2,F,V,1993,9
CA Penarol,CA Cerro,1993-10-02,1,1,F,E,1993,10
CA Progreso,Rampla Juniors Futbol Club,1993-10-02,0,2,F,V,1993,10
Defensor Sporting,Danubio,1993-10-02,0,2,F,V,1993,10
Liverpool,River Plate,1993-10-02,0,1,F,V,1993,10
Montevideo Wanderers,Racing Club,1993-10-02,0,1,F,V,1993,10
Nacional,Bella Vista,1993-10-02,2,1,F,L,1993,10
Bella Vista,River Plate,1994-03-05,1,2,F,V,1994,3
CA Cerro,CA Basanez,1994-03-05,0,1,F,V,1994,3
CA Progreso,CA Penarol,1994-03-05,0,2,F,V,1994,3
Liverpool,Danubio,1994-03-05,0,0,F,E,1994,3
Nacional,Montevideo Wanderers,1994-03-05,3,0,F,L,1994,3
Rampla Juniors Futbol Club,Central Espanol,1994-03-05,1,1,F,E,1994,3
CA Basanez,Bella Vista,1994-03-12,2,1,F,L,1994,3
CA Penarol,Rampla Juniors Futbol Club,1994-03-12,1,2,F,V,1994,3
Central Espanol,CA Progreso,1994-03-12,2,1,F,L,1994,3
Danubio,Defensor Sporting,1994-03-12,0,1,F,V,1994,3
Montevideo Wanderers,Liverpool,1994-03-12,0,1,F,V,1994,3
River Plate,CA Cerro,1994-03-12,0,0,F,E,1994,3
CA Basanez,Liverpool,1994-03-19,3,1,F,L,1994,3
CA Progreso,River Plate,1994-03-19,1,0,F,L,1994,3
Central Espanol,Nacional,1994-03-19,0,5,F,V,1994,3
Danubio,CA Cerro,1994-03-19,0,2,F,V,1994,3
Defensor Sporting,Bella Vista,1994-03-19,2,1,F,L,1994,3
Montevideo Wanderers,Rampla Juniors Futbol Club,1994-03-19,1,0,F,L,1994,3
CA Cerro,Central Espanol,1994-03-26,0,0,F,E,1994,3
Danubio,Bella Vista,1994-03-26,1,1,F,E,1994,3
Defensor Sporting,Montevideo Wanderers,1994-03-26,2,0,F,L,1994,3
Liverpool,CA Penarol,1994-03-26,2,1,F,L,1994,3
Nacional,CA Progreso,1994-03-26,3,2,F,L,1994,3
Rampla Juniors Futbol Club,River Plate,1994-03-26,1,1,F,E,1994,3
Bella Vista,Nacional,1994-04-02,1,1,F,E,1994,4
CA Basanez,Rampla Juniors Futbol Club,1994-04-02,0,0,F,E,1994,4
CA Progreso,CA Cerro,1994-04-02,2,2,F,E,1994,4
Liverpool,Defensor Sporting,1994-04-02,0,0,F,E,1994,4
